FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,DifferenceTotal,VotesTotal2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,PercentageDemocratOrRepublican,OnlyRepublicanPERCENTAGE2016,OnlyDemocratPERCENTAGE2016,VotesONLYRepublican2016,VotesONLYDDemocratic2016,,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
8107,"San Miguel County, Colorado",38.022101,-108.37281,Colorado,County,Central-S,2975,1033,1942,4329.00,69,24,1,-69,0,0.69,0,1942,,40827,0.79,0.01,0.01,0.09,0.08,0.11,5.7,1287,0.17,59603
8109,"Sedgwick County, Colorado",40.906615,-102.33114,Colorado,County,Central-S,267,1015,748,1364.00,20,74,0,74,0.74,0,748,0,,21536,0.54,0.01,0.01,0.15,0.03,0.19,4.3,548,0.22,44562
8111,"Summit County, Colorado",39.574638,-106.07064,Colorado,County,Central-S,9557,5100,4457,16174.00,59,32,1,-59,0,0.59,0,4457,,34025,0.78,0.01,0.01,0.14,0.11,0.14,46,608,0.13,68352
8113,"Teller County, Colorado",38.912363,-105.15671,Colorado,County,Central-S,3603,9745,6142,14444.00,25,67,0,67,0.67,0,6142,0,,31075,0.67,0.01,0.01,0.06,0.02,0.07,41.9,557,0.2,62380
8115,"Washington County, Colorado",40.082191,-103.14308,Colorado,County,Central-S,296,2299,2003,2733.00,11,84,0,84,0.84,0,2003,0,,24977,0.55,0.01,0,0.1,0.03,0.13,1.9,2518,0.23,45784
8117,"Weld County, Colorado",40.346681,-104.72821,Colorado,County,Central-S,46519,76651,30132,135428.00,34,57,0,57,0.57,0,30132,0,,25468,0.59,0.01,0.01,0.26,0.08,0.15,63.4,3987,0.26,61501
8119,"Yuma County, Colorado",40.039416,-102.48241,Colorado,County,Central-S,726,3850,3124,4791.00,15,80,0,80,0.8,0,3124,0,,22498,0.55,0,0,0.21,0.11,0.08,4.2,2364,0.25,46838
8121,"Fairfield County, Connecticut",41.212896,-73.35482,Connecticut,County,Atlantic-N,243852,160077,83775,421141.00,58,38,1,-58,0,0.58,0,83775,,48721,0.67,0.12,0.05,0.18,0.2,0.09,1466.9,625,0.21,85336
8123,"Hartford County, Connecticut",41.769967,-72.71544,Connecticut,County,Atlantic-N,240403,148173,92230,406841.00,59,36,1,-59,0,0.59,0,92230,,34698,0.61,0.15,0.05,0.17,0.15,0.12,1216.3,735,0.27,65809
8125,"Litchfield County, Connecticut",41.754255,-73.21268,Connecticut,County,Atlantic-N,39775,53051,13276,97395.00,41,54,0,54,0.54,0,13276,0,,37667,0.62,0.02,0.02,0.05,0.07,0.06,206.2,921,0.24,73413
9001,"Middlesex County, Connecticut",41.449378,-72.53962,Connecticut,County,Atlantic-N,45357,38867,6490,88619.00,51,44,1,-51,0,0.51,0,6490,,39992,0.66,0.05,0.03,0.06,0.07,0.06,449,369,0.24,76365
9003,"New Haven County, Connecticut",41.390764,-72.94032,Connecticut,County,Atlantic-N,205609,159048,46561,378978.00,54,42,1,-54,0,0.54,0,46561,,32523,0.58,0.14,0.04,0.16,0.12,0.12,1425.6,605,0.27,60387
9005,"New London County, Connecticut",41.446109,-72.09294,Connecticut,County,Atlantic-N,62278,54058,8220,123490.00,50,44,1,-50,0,0.5,0,8220,,33782,0.6,0.07,0.04,0.1,0.09,0.09,412.1,665,0.28,65813
9007,"Tolland County, Connecticut",41.853064,-72.35838,Connecticut,County,Atlantic-N,38506,34194,4312,77406.00,50,44,1,-50,0,0.5,0,4312,,34392,0.66,0.03,0.04,0.05,0.07,0.07,372.4,410,0.25,78653
9009,"Windham County, Connecticut",41.834314,-71.988,Connecticut,County,Atlantic-N,21792,25747,3955,50812.00,43,51,0,51,0.51,0,3955,0,,27893,0.52,0.03,0.01,0.11,0.05,0.11,230.9,513,0.3,57547
9011,"Kent County, Delaware",39.092714,-75.56027,Delaware,County,Atlantic-N,33351,36991,3640,74260.00,45,50,0,50,0.5,0,3640,0,,24851,0.53,0.25,0.02,0.06,0.05,0.13,277,586,0.33,54271
9013,"New Castle County, Delaware",39.695612,-75.6117,Delaware,County,Atlantic-N,162919,85525,77394,261507.00,62,33,1,-62,0,0.62,0,77394,,32406,0.61,0.25,0.05,0.09,0.1,0.11,1264,426,0.28,64632
9015,"Sussex County, Delaware",38.651424,-75.34226,Delaware,County,Atlantic-N,39333,62611,23278,105823.00,37,59,0,59,0.59,0,23278,0,,26908,0.49,0.13,0.01,0.09,0.06,0.13,210.6,936,0.31,53316
10001,"DISTRhode IslandConnecticut OF ColoradoLUMBIowa, DC",38.913611,-77.01322,DC,County,Atlantic-N,282830,12723,270107,304717.00,93,4,1,-93,0,0.93,0,270107,,45290,0.7,0.5,0.04,0.09,0.13,0.19,9864.3,61,0.22,69992
10003,"Alachua County, Florida",29.676436,-82.37995,Florida,County,Atlantic-S,75820,46834,28986,128570.00,59,36,1,-59,0,0.59,0,28986,,24857,0.7,0.2,0.05,0.09,0.1,0.25,282.7,875,0.26,44325
10005,"Baker County, Florida",30.287517,-82.23626,Florida,County,Atlantic-S,2112,10294,8182,12634.00,17,81,0,81,0.81,0,8182,0,,19852,0.35,0.13,0.01,0.02,0.01,0.17,46.4,585,0.36,47121
11001,"Bay County, Florida",30.21917,-85.63878,Florida,County,Atlantic-S,21797,62194,40397,87449.00,25,71,0,71,0.71,0,40397,0,,24498,0.57,0.11,0.02,0.05,0.05,0.15,222.8,758,0.3,44800
12001,"Bradford County, Florida",29.928876,-82.14236,Florida,County,Atlantic-S,2924,8913,5989,12098.00,24,74,0,74,0.74,0,5989,0,,17749,0.4,0.19,0.01,0.04,0.03,0.18,97,294,0.36,39980
12003,"Brevard County, Florida",28.220079,-80.68518,Florida,County,Atlantic-S,119679,181848,62169,314748.00,38,58,0,58,0.58,0,62169,0,,27009,0.61,0.11,0.02,0.09,0.08,0.14,534.8,1016,0.26,47973
12005,"Broward County, Florida",26.134788,-80.20609,Florida,County,Atlantic-S,553320,260951,292369,831950.00,67,31,1,-67,0,0.67,0,292369,,28205,0.6,0.29,0.03,0.25,0.29,0.14,1444.7,1210,0.24,51485
12007,"Calhoun County, Florida",30.428611,-85.18678,Florida,County,Atlantic-S,1241,4655,3414,6081.00,20,77,0,77,0.77,0,3414,0,,14675,0.34,0.13,0.01,0.06,0.03,0.24,25.8,567,0.39,35256
12009,"Charlotte County, Florida",26.952873,-82.13124,Florida,County,Atlantic-S,33445,60218,26773,96374.00,35,62,0,62,0.62,0,26773,0,,26286,0.55,0.06,0.01,0.06,0.09,0.13,235.3,680,0.26,43242
12011,"Citrus County, Florida",28.894637,-82.46916,Florida,County,Atlantic-S,22789,54456,31667,79700.00,29,68,0,68,0.68,0,31667,0,,23148,0.49,0.03,0.02,0.05,0.05,0.17,242.7,582,0.26,36383
12013,"Clay County, Florida",30.000401,-81.82373,Florida,County,Atlantic-S,27822,74963,47141,106483.00,26,70,0,70,0.7,0,47141,0,,26577,0.6,0.11,0.03,0.08,0.06,0.1,316,604,0.3,58539
12015,"Collier County, Florida",26.155113,-81.67131,Florida,County,Atlantic-S,61085,105423,44338,170788.00,36,62,0,62,0.62,0,44338,0,,36439,0.59,0.07,0.01,0.24,0.21,0.14,160.9,1998,0.2,58403
12017,"Columbia County, Florida",30.1839,-82.63878,Florida,County,Atlantic-S,7601,20368,12767,28707.00,27,71,0,71,0.71,0,12767,0,,19306,0.48,0.18,0.01,0.05,0.03,0.2,84.6,798,0.36,38484
12019,"DeSoto County, Florida",27.201006,-81.87196,Florida,County,Atlantic-S,3781,6778,2997,10818.00,35,63,0,63,0.63,0,2997,0,,15088,0.31,0.13,0.01,0.3,0.18,0.3,54.7,637,0.36,36945
12021,"Dixie County, Florida",29.607261,-83.11997,Florida,County,Atlantic-S,1270,5822,4552,7202.00,18,81,0,81,0.81,0,4552,0,,16851,0.38,0.09,0,0.04,0.03,0.17,23.3,705,0.31,32121
12023,"Duval County, Florida",30.320873,-81.63887,Florida,County,Atlantic-S,205704,211672,5968,432694.00,48,49,0,49,0.49,0,5968,0,,26143,0.6,0.3,0.04,0.08,0.09,0.17,1134.2,762,0.31,46013
12027,"Escambia County, Florida",30.502045,-87.27735,Florida,County,Atlantic-S,57461,88808,31347,152467.00,38,58,0,58,0.58,0,31347,0,,23441,0.6,0.23,0.03,0.05,0.05,0.18,453.7,656,0.29,46139
12029,"Flagler County, Florida",29.518686,-81.24706,Florida,County,Atlantic-S,22026,33850,11824,57503.00,38,59,0,59,0.59,0,11824,0,,24497,0.56,0.11,0.02,0.09,0.13,0.17,197.3,485,0.24,51556
12031,"Franklin County, Florida",29.842944,-84.78935,Florida,County,Atlantic-S,1744,4125,2381,6015.00,29,69,0,69,0.69,0,2381,0,,19843,0.42,0.14,0.01,0.05,0.03,0.21,21.6,535,0.32,36788
12033,"Gadsden County, Florida",30.603309,-84.61832,Florida,County,Atlantic-S,15020,6728,8292,22113.00,68,30,1,-68,0,0.68,0,8292,,17615,0.42,0.55,0.01,0.1,0.07,0.27,89.9,516,0.37,35849
12035,"Gilchrist County, Florida",29.709927,-82.83289,Florida,County,Atlantic-S,1458,6740,5282,8420.00,17,80,0,80,0.8,0,5282,0,,20180,0.43,0.06,0.01,0.05,0.03,0.24,48.4,350,0.32,40788
12037,"Glades County, Florida",26.891982,-81.16836,Florida,County,Atlantic-S,1271,2996,1725,4353.00,29,69,0,69,0.69,0,1725,0,,16011,0.32,0.13,0.01,0.21,0.14,0.25,16,806,0.33,38783
12039,"Gulf County, Florida",29.940016,-85.26775,Florida,County,Atlantic-S,1720,5329,3609,7293.00,24,73,0,73,0.73,0,3609,0,,18546,0.44,0.19,0,0.05,0.03,0.16,28.1,564,0.31,38419
12041,"Hamilton County, Florida",30.491893,-82.94876,Florida,County,Atlantic-S,1904,3443,1539,5460.00,35,63,0,63,0.63,0,1539,0,,16295,0.37,0.34,0.01,0.1,0.04,0.24,28.8,514,0.33,31734
12043,"Hardee County, Florida",27.538231,-81.8091,Florida,County,Atlantic-S,2149,5242,3093,7583.00,28,69,0,69,0.69,0,3093,0,,15366,0.28,0.08,0.01,0.43,0.21,0.3,43.5,638,0.34,35371
12045,"Hendry County, Florida",26.696403,-81.19162,Florida,County,Atlantic-S,4615,6195,1580,11115.00,42,56,0,56,0.56,0,1580,0,,16133,0.31,0.13,0.01,0.51,0.25,0.27,33.9,1153,0.35,38494
12047,"Hernando County, Florida",28.521291,-82.48139,Florida,County,Atlantic-S,31795,58970,27175,93796.00,34,63,0,63,0.63,0,27175,0,,21411,0.49,0.06,0.01,0.11,0.06,0.15,365.3,473,0.32,40094
12049,"Highlands County, Florida",27.439711,-81.42852,Florida,County,Atlantic-S,14937,29565,14628,45686.00,33,65,0,65,0.65,0,14628,0,,20072,0.46,0.1,0.02,0.18,0.11,0.2,97.1,1017,0.31,35787
12051,"Hillsborough County, Florida",27.966349,-82.41207,Florida,County,Atlantic-S,307896,266870,41026,597656.00,52,45,1,-52,0,0.52,0,41026,,27149,0.59,0.17,0.04,0.24,0.14,0.17,1205.1,1020,0.28,50758
12053,"Holmes County, Florida",30.853637,-85.78574,Florida,County,Atlantic-S,853,7483,6630,8514.00,10,88,0,88,0.88,0,6630,0,,16845,0.39,0.07,0.01,0.03,0.03,0.24,41.6,479,0.32,35651
12055,"Indian River County, Florida",27.695124,-80.45405,Florida,County,Atlantic-S,29043,48620,19577,80009.00,36,61,0,61,0.61,0,19577,0,,30532,0.58,0.09,0.01,0.11,0.1,0.15,274.4,503,0.25,47548
12057,"Jackson County, Florida",30.769903,-85.24112,Florida,County,Atlantic-S,6397,14257,7860,21041.00,30,68,0,68,0.68,0,7860,0,,17525,0.43,0.27,0.01,0.05,0.03,0.2,54.2,918,0.35,36876
12059,"Jefferson County, Florida",30.510187,-83.88422,Florida,County,Atlantic-S,3541,3930,389,7645.00,46,51,0,51,0.51,0,389,0,,21184,0.49,0.36,0,0.04,0.02,0.17,24.7,598,0.32,40205
12061,"Lafayette County, Florida",30.00143,-83.18326,Florida,County,Atlantic-S,518,2809,2291,3392.00,15,83,0,83,0.83,0,2291,0,,18660,0.41,0.15,0,0.13,0.08,0.2,16.3,543,0.35,38071
12063,"Lake County, Florida",28.795924,-81.74769,Florida,County,Atlantic-S,62838,102188,39350,170462.00,37,60,0,60,0.6,0,39350,0,,24183,0.53,0.1,0.02,0.13,0.08,0.14,316.7,938,0.29,46895
12065,"Lee County, Florida",26.602541,-81.84626,Florida,County,Atlantic-S,124908,191551,66643,326418.00,38,59,0,59,0.59,0,66643,0,,27348,0.55,0.09,0.01,0.17,0.14,0.15,788.2,785,0.25,49147
12067,"Leon County, Florida",30.462933,-84.26088,Florida,County,Atlantic-S,92068,53821,38247,152124.00,61,35,1,-61,0,0.61,0,38247,,26196,0.73,0.31,0.03,0.06,0.06,0.23,413,667,0.26,45463
12069,"Levy County, Florida",29.330144,-82.70781,Florida,County,Atlantic-S,5101,13775,8674,19395.00,26,71,0,71,0.71,0,8674,0,,18304,0.4,0.1,0.01,0.08,0.03,0.24,36.5,1118,0.32,37433
12071,"Liberty County, Florida",30.285745,-84.88324,Florida,County,Atlantic-S,651,2543,1892,3296.00,20,77,0,77,0.77,0,1892,0,,16266,0.33,0.19,0,0.07,0.03,0.24,10,836,0.4,38473
12073,"Madison County, Florida",30.443902,-83.4258,Florida,County,Atlantic-S,3526,4851,1325,8505.00,42,57,0,57,0.57,0,1325,0,,15538,0.41,0.39,0,0.05,0.04,0.23,27.6,696,0.34,33017
12075,"Manatee County, Florida",27.487817,-82.54906,Florida,County,Atlantic-S,71224,101944,30720,178958.00,40,57,0,57,0.57,0,30720,0,,27322,0.57,0.09,0.02,0.14,0.12,0.15,434.5,743,0.25,51673
12077,"Marion County, Florida",29.142855,-82.1146,Florida,County,Atlantic-S,62041,107833,45792,174699.00,36,62,0,62,0.62,0,45792,0,,21992,0.49,0.13,0.02,0.11,0.07,0.18,209,1585,0.29,39860
12079,"Martin County, Florida",27.132403,-80.25586,Florida,County,Atlantic-S,30185,53204,23019,85792.00,35,62,0,62,0.62,0,23019,0,,34057,0.63,0.06,0.01,0.12,0.09,0.13,269.5,543,0.21,55472
12081,"Miami-Dade County, Florida",25.756427,-80.30226,Florida,County,Atlantic-S,624146,333999,290147,980204.00,64,34,1,-64,0,0.64,0,290147,,23174,0.51,0.19,0.02,0.61,0.48,0.2,1315.3,1898,0.21,42754
12083,"Monroe County, Florida",24.777558,-81.22849,Florida,County,Atlantic-S,18971,21904,2933,42478.00,45,52,0,52,0.52,0,2933,0,,33974,0.62,0.07,0.01,0.21,0.16,0.14,74.4,983,0.22,57411
12085,"Nassau County, Florida",30.623401,-81.70476,Florida,County,Atlantic-S,10869,34266,23397,46607.00,23,74,0,74,0.74,0,23397,0,,28926,0.55,0.06,0.01,0.04,0.02,0.13,113,649,0.29,56728
12086,"Okaloosa County, Florida",30.642029,-86.56246,Florida,County,Atlantic-S,23780,71893,48113,100853.00,24,71,0,71,0.71,0,48113,0,,28600,0.64,0.1,0.03,0.08,0.06,0.13,194.4,930,0.26,55952
12087,"Okeechobee County, Florida",27.32525,-80.87087,Florida,County,Atlantic-S,3959,9356,5397,13653.00,29,69,0,69,0.69,0,5397,0,,17787,0.34,0.09,0.01,0.25,0.12,0.27,52,769,0.31,37065
12089,"Orange County, Florida",28.547129,-81.40415,Florida,County,Atlantic-S,329894,195216,134678,546270.00,60,36,1,-60,0,0.6,0,134678,,24877,0.61,0.22,0.05,0.26,0.17,0.17,1269.1,903,0.25,47069
12091,"Osceola County, Florida",28.231941,-81.31971,Florida,County,Atlantic-S,85458,50301,35157,140206.00,61,36,1,-61,0,0.61,0,35157,,19007,0.5,0.13,0.03,0.42,0.17,0.18,202.5,1327,0.29,42945
12093,"Palm Beach County, Florida",26.637745,-80.17639,Florida,County,Atlantic-S,374673,272402,102271,662329.00,57,41,1,-57,0,0.57,0,102271,,32858,0.61,0.19,0.02,0.19,0.21,0.15,670.1,1970,0.22,52225
12095,"Pasco County, Florida",28.276153,-82.49688,Florida,County,Atlantic-S,90142,142101,51959,241138.00,37,59,0,59,0.59,0,51959,0,,23736,0.53,0.05,0.02,0.12,0.09,0.14,622.1,747,0.31,45219
12097,"Pinellas County, Florida",27.889647,-82.72776,Florida,County,Atlantic-S,233701,239201,5500,492400.00,48,49,0,49,0.49,0,5500,0,,29262,0.6,0.11,0.03,0.08,0.11,0.14,3345,274,0.26,45162
12099,"Polk County, Florida",27.992436,-81.7583,Florida,County,Atlantic-S,117433,157430,39997,284312.00,41,55,0,55,0.55,0,39997,0,,21285,0.47,0.16,0.02,0.18,0.1,0.18,334.9,1798,0.32,42768
12101,"Putnam County, Florida",29.597982,-81.7585,Florida,County,Atlantic-S,10094,22138,12044,33117.00,31,67,0,67,0.67,0,12044,0,,18377,0.38,0.16,0.01,0.1,0.05,0.26,102.1,728,0.36,32054
12103,"St. Johns County, Florida",29.881862,-81.35813,Florida,County,Atlantic-S,43099,88684,45585,136514.00,32,65,0,65,0.65,0,45585,0,,36836,0.72,0.06,0.02,0.05,0.06,0.1,316.2,601,0.22,66560
12105,"St. Lucie County, Florida",27.348246,-80.36087,Florida,County,Atlantic-S,66881,70289,3408,140847.00,48,50,0,50,0.5,0,3408,0,,23285,0.52,0.2,0.02,0.16,0.14,0.18,485.6,572,0.28,42722
12107,"Santa Rosa County, Florida",30.614138,-87.0218,Florida,County,Atlantic-S,18464,65339,46875,87745.00,21,74,0,74,0.74,0,46875,0,,26861,0.62,0.06,0.02,0.05,0.04,0.12,149.6,1012,0.26,58587
12109,"Sarasota County, Florida",27.16493,-82.39888,Florida,County,Atlantic-S,97870,124438,26568,229061.00,43,54,0,54,0.54,0,26568,0,,32313,0.62,0.05,0.01,0.08,0.11,0.12,682.5,556,0.21,52109
12111,"Seminole County, Florida",28.709909,-81.31083,Florida,County,Atlantic-S,105914,109443,3529,224895.00,47,49,0,49,0.49,0,3529,0,,28675,0.68,0.12,0.04,0.18,0.11,0.11,1368,309,0.25,56443
12113,"Sumter County, Florida",28.770086,-82.07554,Florida,County,Atlantic-S,22638,52730,30092,76665.00,30,69,0,69,0.69,0,30092,0,,27504,0.57,0.09,0.01,0.05,0.05,0.12,170.8,547,0.27,51907
12115,"Suwannee County, Florida",30.191684,-82.98539,Florida,County,Atlantic-S,3964,14287,10323,18694.00,21,76,0,76,0.76,0,10323,0,,18431,0.37,0.13,0.01,0.09,0.06,0.24,60.3,689,0.33,38177
12117,"Taylor County, Florida",30.053738,-83.58522,Florida,County,Atlantic-S,2152,6930,4778,9290.00,23,75,0,75,0.75,0,4778,0,,17045,0.37,0.21,0.01,0.04,0.02,0.17,21.6,1043,0.39,36374
12119,"Union County, Florida",30.02805,-82.36722,Florida,County,Atlantic-S,1014,4568,3554,5694.00,18,80,0,80,0.8,0,3554,0,,13590,0.37,0.22,0,0.06,0.03,0.2,63.7,244,0.37,40207
12121,"Volusia County, Florida",29.049037,-81.13894,Florida,County,Atlantic-S,109091,143007,33916,260863.00,42,55,0,55,0.55,0,33916,0,,23973,0.55,0.11,0.02,0.12,0.07,0.17,449.2,1101,0.26,40881
12123,"Wakulla County, Florida",30.14462,-84.36617,Florida,County,Atlantic-S,4348,10512,6164,15351.00,28,68,0,68,0.68,0,6164,0,,21797,0.49,0.15,0,0.04,0.03,0.14,50.8,606,0.36,51642
12125,"Walton County, Florida",30.637995,-86.15596,Florida,County,Atlantic-S,6876,25756,18880,33637.00,20,77,0,77,0.77,0,18880,0,,25845,0.57,0.06,0.01,0.06,0.04,0.18,53,1038,0.28,46867
12127,"Washington County, Florida",30.630591,-85.63839,Florida,County,Atlantic-S,2264,8637,6373,11156.00,20,77,0,77,0.77,0,6373,0,,17385,0.4,0.16,0.01,0.03,0.03,0.2,42.7,583,0.39,36482
12129,"Appling County, Georgia",31.745647,-82.3192,GA,County,Atlantic-S,1434,5494,4060,7012.00,21,78,0,78,0.78,0,4060,0,,19643,0.33,0.2,0.01,0.09,0.05,0.23,36,507,0.35,36642
12131,"Atkinson County, Georgia",31.301054,-82.86792,GA,County,Atlantic-S,697,1878,1181,2610.00,27,72,0,72,0.72,0,1181,0,,15958,0.28,0.18,0.01,0.25,0.12,0.32,24.7,339,0.35,31740
12133,"Bacon County, Georgia",31.553477,-82.45841,GA,County,Atlantic-S,608,3364,2756,4020.00,15,84,0,84,0.84,0,2756,0,,18558,0.34,0.16,0,0.07,0.05,0.19,42.8,259,0.33,34201
13001,"Baker County, Georgia",31.335757,-84.40508,GA,County,Atlantic-S,650,775,125,1440.00,45,54,0,54,0.54,0,125,0,,17019,0.37,0.46,0.01,0.05,0.01,0.32,10.1,342,0.3,43115
13003,"Baldwin County, Georgia",33.08261,-83.23899,GA,County,Atlantic-S,7970,7697,273,16116.00,50,48,1,-50,0,0.5,0,273,,18622,0.44,0.42,0.02,0.02,0.03,0.3,177.2,258,0.37,37008
13005,"Banks County, Georgia",34.349978,-83.51317,GA,County,Atlantic-S,684,6134,5450,6973.00,10,88,0,88,0.88,0,5450,0,,20231,0.34,0.03,0.01,0.06,0.03,0.17,79.3,232,0.27,46018
13007,"Barrow County, Georgia",33.994618,-83.72162,GA,County,Atlantic-S,6580,21108,14528,29058.00,23,73,0,73,0.73,0,14528,0,,21379,0.47,0.12,0.04,0.09,0.07,0.14,433.5,160,0.35,49698
13009,"Bartow County, Georgia",34.212295,-84.82586,GA,County,Atlantic-S,8212,29911,21699,39545.00,21,76,0,76,0.76,0,21699,0,,21022,0.44,0.11,0.01,0.08,0.05,0.17,217.7,460,0.35,51440
13011,"Ben Hill County, Georgia",31.731859,-83.2514,GA,County,Atlantic-S,2101,3739,1638,5936.00,35,63,0,63,0.63,0,1638,0,,14204,0.4,0.35,0.01,0.06,0.02,0.38,70.5,250,0.35,31081
13013,"Berrien County, Georgia",31.233031,-83.22639,GA,County,Atlantic-S,1047,5422,4375,6590.00,16,82,0,82,0.82,0,4375,0,,16784,0.43,0.11,0.01,0.05,0.03,0.23,42.7,452,0.35,35078
13015,"Bibb County, Georgia",32.829689,-83.6652,GA,County,Atlantic-S,36787,24043,12744,62585.00,59,38,1,-59,0,0.59,0,12744,,20982,0.5,0.53,0.02,0.03,0.04,0.25,622.2,250,0.31,36014
13017,"Bleckley County, Georgia",32.403725,-83.3351,GA,County,Atlantic-S,1101,3719,2618,4974.00,22,75,0,75,0.75,0,2618,0,,20156,0.38,0.27,0.01,0.03,0.02,0.23,60.5,216,0.3,40454
13019,"Brantley County, Georgia",31.200683,-81.99733,GA,County,Atlantic-S,619,5567,4948,6301.00,10,88,0,88,0.88,0,4948,0,,16938,0.33,0.03,0,0.02,0.01,0.22,41.7,442,0.33,36865
13021,"Brooks County, Georgia",30.850636,-83.57673,GA,County,Atlantic-S,2528,3701,1173,6336.00,40,58,0,58,0.58,0,1173,0,,19409,0.4,0.35,0,0.06,0.03,0.24,32.9,493,0.34,32903
13023,"Bryan County, Georgia",32.050651,-81.44085,GA,County,Atlantic-S,4014,10529,6515,15173.00,27,69,0,69,0.69,0,6515,0,,27556,0.62,0.15,0.02,0.06,0.03,0.12,69.3,436,0.29,66556
13025,"Bulloch County, Georgia",32.4159,-81.78193,GA,County,Atlantic-S,9261,15097,5836,25315.00,37,60,0,60,0.6,0,5836,0,,18587,0.56,0.29,0.02,0.04,0.04,0.31,104.3,673,0.34,36315
13027,"Burke County, Georgia",33.054157,-82.00646,GA,County,Atlantic-S,4731,4491,240,9351.00,51,48,1,-51,0,0.51,0,240,,16171,0.37,0.48,0,0.03,0.02,0.34,28.2,827,0.32,35055
13029,"Butts County, Georgia",33.296354,-83.95953,GA,County,Atlantic-S,2566,6717,4151,9514.00,27,71,0,71,0.71,0,4151,0,,20363,0.34,0.28,0.01,0.03,0.03,0.15,128.6,184,0.29,41505
13031,"Calhoun County, Georgia",31.518459,-84.65398,GA,County,Atlantic-S,1179,830,349,2025.00,58,41,1,-58,0,0.58,0,349,,14868,0.31,0.61,0.01,0.05,0.05,0.39,23.9,280,0.34,30760
13033,"Camden County, Georgia",30.868376,-81.65494,GA,County,Atlantic-S,5930,12310,6380,18901.00,31,65,0,65,0.65,0,6380,0,,22701,0.6,0.19,0.02,0.06,0.02,0.16,82.4,613,0.32,51793
13035,"Candler County, Georgia",32.407215,-82.05754,GA,County,Atlantic-S,1026,2664,1638,3763.00,27,71,0,71,0.71,0,1638,0,,17974,0.37,0.25,0.01,0.11,0.07,0.26,45.3,243,0.3,31829
13037,"Carroll County, Georgia",33.60442,-85.0747,GA,County,Atlantic-S,12464,30029,17565,44120.00,28,68,0,68,0.68,0,17565,0,,21227,0.44,0.19,0.01,0.06,0.04,0.19,221.5,499,0.32,43442
13039,"Catoosa County, Georgia",34.925169,-85.17376,GA,County,Atlantic-S,4771,20876,16105,26755.00,18,78,0,78,0.78,0,16105,0,,21690,0.52,0.03,0.01,0.03,0.02,0.14,394.7,162,0.28,50728
13043,"Charlton County, Georgia",30.782826,-82.05093,GA,County,Atlantic-S,1004,2951,1947,4016.00,25,73,0,73,0.73,0,1947,0,,17102,0.35,0.32,0.01,0.03,0.07,0.2,15.7,774,0.32,34312
13045,"Chatham County, Georgia",32.047559,-81.10716,GA,County,Atlantic-S,62290,45688,16602,112140.00,56,41,1,-56,0,0.56,0,16602,,25093,0.62,0.4,0.03,0.06,0.06,0.19,622.4,426,0.31,50154
13047,"Chattahoochee County, Georgia",32.301665,-84.7762,GA,County,Atlantic-S,594,751,157,1390.00,43,54,0,54,0.54,0,157,0,,20042,0.67,0.18,0.02,0.14,0.05,0.12,45.2,249,0.27,45933
13049,"Chattooga County, Georgia",34.481702,-85.35433,GA,County,Atlantic-S,1613,6462,4849,8252.00,20,78,0,78,0.78,0,4849,0,,16045,0.3,0.1,0.01,0.05,0.03,0.24,83.1,313,0.34,34830
13051,"Cherokee County, Georgia",34.20912,-84.48427,GA,County,Atlantic-S,25231,80649,55418,112039.00,23,72,0,72,0.72,0,55418,0,,29615,0.65,0.06,0.02,0.09,0.08,0.1,507.9,422,0.27,71168
13053,"Clarke County, Georgia",33.954747,-83.38011,GA,County,Atlantic-S,29603,12717,16886,44976.00,66,28,1,-66,0,0.66,0,16886,,19295,0.63,0.27,0.04,0.1,0.1,0.37,980.8,119,0.25,31487
13055,"Clay County, Georgia",31.621252,-84.99287,GA,County,Atlantic-S,697,566,131,1273.00,55,44,1,-55,0,0.55,0,131,,12982,0.34,0.6,0.01,0.01,0.01,0.44,16.3,195,0.3,27512
13057,"Clayton County, Georgia",33.566178,-84.36559,GA,County,Atlantic-S,78220,12645,65575,92846.00,84,14,1,-84,0,0.84,0,65575,,17950,0.5,0.68,0.05,0.13,0.15,0.24,1826.9,142,0.38,42985
13059,"Clinch County, Georgia",30.945683,-82.71667,GA,County,Atlantic-S,686,1727,1041,2455.00,28,70,0,70,0.7,0,1041,0,,17815,0.34,0.28,0,0.04,0.03,0.29,8.5,800,0.3,31577
13061,"Cobb County, Georgia",33.935535,-84.55928,GA,County,Atlantic-S,160121,152912,7209,330802.00,48,46,1,-48,0,0.48,0,7209,,33069,0.71,0.27,0.05,0.12,0.14,0.13,2023.8,340,0.23,66970
13063,"Coffee County, Georgia",31.537784,-82.83976,GA,County,Atlantic-S,4094,9588,5494,13915.00,29,69,0,69,0.69,0,5494,0,,17031,0.37,0.28,0.01,0.1,0.06,0.24,73.7,575,0.35,33125
13065,"Colquitt County, Georgia",31.185419,-83.77965,GA,County,Atlantic-S,3463,9898,6435,13624.00,25,73,0,73,0.73,0,6435,0,,17025,0.35,0.23,0.01,0.17,0.11,0.27,83.6,544,0.35,33509
