FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,VotesTotal2016,DifferenceVotes2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
18009,"Cass County, Indiana",40.746875,-86.34523,IN,County,Central-N,"3,759","9,701","14,206","5,942",0.27,0.68,0,,24531,0.46,0.01,0,0.04,0.03,0.11,54.2,372,0.27,55318
18011,"Clark County, Indiana",38.386482,-85.72746,IN,County,Central-N,"18,808","30,035","51,147","11,227",0.37,0.59,0,,21700,0.41,0.02,0.02,0.14,0.08,0.17,94.6,412,0.34,44430
18013,"Clay County, Indiana",39.439101,-87.11995,IN,County,Central-N,"2,306","8,531","11,282","6,225",0.2,0.76,0,,24312,0.53,0.07,0.01,0.05,0.04,0.12,295.5,373,0.33,52050
18015,"Clinton County, Indiana",40.288872,-86.49657,IN,County,Central-N,"2,819","8,531","11,935","5,712",0.24,0.71,0,,21474,0.42,0.01,0,0.01,0.01,0.16,75.1,358,0.33,44385
18017,"Crawford County, Indiana",38.30613,-86.43722,IN,County,Central-N,"1,323","3,015","4,593","1,692",0.29,0.66,0,,21554,0.39,0.01,0,0.15,0.07,0.14,82,405,0.31,49945
18019,"Daviess County, Indiana",38.698934,-87.10686,IN,County,Central-N,"1,800","8,545","10,768","6,745",0.17,0.79,0,,20504,0.34,0.01,0,0.02,0.01,0.2,35,306,0.33,40657
18021,"Dearborn County, Indiana",39.135699,-84.9433,IN,County,Central-N,"4,883","18,113","23,984","13,230",0.2,0.76,0,,21416,0.37,0.01,0.01,0.04,0.02,0.13,73.8,429,0.38,47670
18023,"Decatur County, Indiana",39.317235,-85.50165,IN,County,Central-N,"2,121","8,490","11,127","6,369",0.19,0.76,0,,27058,0.5,0.01,0.01,0.01,0.01,0.09,164.1,305,0.33,59280
18025,"DeKalb County, Indiana",41.388868,-85.01712,IN,County,Central-N,"3,942","12,054","16,902","8,112",0.23,0.71,0,,22046,0.41,0.01,0.01,0.02,0.02,0.14,69,373,0.33,50258
18027,"Delaware County, Indiana",40.211893,-85.39607,IN,County,Central-N,"18,153","24,263","45,109","6,110",0.4,0.54,0,,22827,0.48,0,0,0.03,0.01,0.12,116.3,363,0.33,51911
18029,"Dubois County, Indiana",38.350091,-86.90055,IN,County,Central-N,"5,389","13,365","19,981","7,976",0.27,0.67,0,,20854,0.53,0.07,0.01,0.02,0.02,0.22,300.2,392,0.32,39449
18031,"Elkhart County, Indiana",41.626089,-85.8994,IN,County,Central-N,"20,740","41,867","65,624","21,127",0.32,0.64,0,,25589,0.46,0,0.01,0.06,0.04,0.08,98.1,427,0.3,53211
18033,"Fayette County, Indiana",39.644201,-85.15745,IN,County,Central-N,"2,252","6,839","9,530","4,587",0.24,0.72,0,,21109,0.43,0.06,0.01,0.15,0.08,0.17,426.7,463,0.33,50192
18035,"Floyd County, Indiana",38.316931,-85.86328,IN,County,Central-N,"13,945","21,432","37,421","7,487",0.37,0.57,0,,18757,0.37,0.02,0,0.01,0.01,0.23,112.9,215,0.33,40122
18037,"Fountain County, Indiana",40.13916,-87.25756,IN,County,Central-N,"1,476","5,662","7,492","4,186",0.2,0.76,0,,27185,0.55,0.05,0.01,0.03,0.03,0.13,503.9,148,0.3,53186
18039,"Franklin County, Indiana",39.416701,-85.06963,IN,County,Central-N,"1,969","8,669","11,013","6,700",0.18,0.79,0,,23063,0.41,0,0,0.03,0.01,0.12,43.5,396,0.3,45168
18041,"Fulton County, Indiana",41.057846,-86.24103,IN,County,Central-N,"1,960","6,010","8,374","4,050",0.23,0.72,0,,24085,0.43,0,0,0.01,0.01,0.14,60.1,384,0.26,54086
18043,"Gibson County, Indiana",38.3177,-87.55836,IN,County,Central-N,"3,721","11,081","15,484","7,360",0.24,0.72,0,,21226,0.42,0.01,0.01,0.05,0.03,0.16,56.6,368,0.38,44762
18045,"Grant County, Indiana",40.52094,-85.64891,IN,County,Central-N,"7,010","17,008","25,309","9,998",0.28,0.67,0,,24258,0.5,0.02,0,0.01,0.01,0.12,68.8,487,0.32,46466
18047,"Greene County, Indiana",39.051476,-87.03741,IN,County,Central-N,"2,929","10,277","13,801","7,348",0.21,0.74,0,,20516,0.44,0.07,0.01,0.04,0.02,0.19,169.2,414,0.37,40234
18049,"Hamilton County, Indiana",40.031229,-86.06582,IN,County,Central-N,"57,263","87,404","154,242","30,141",0.37,0.57,0,,22235,0.44,0,0,0.01,0.01,0.14,61.2,542,0.33,41077
18051,"Hancock County, Indiana",39.820991,-85.7908,IN,County,Central-N,"8,904","25,074","36,176","16,170",0.25,0.69,0,,39521,0.8,0.04,0.05,0.03,0.07,0.05,696.9,394,0.26,89861
18053,"Harrison County, Indiana",38.213797,-86.10758,IN,County,Central-N,"4,783","12,943","18,558","8,160",0.26,0.7,0,,28111,0.59,0.02,0.01,0.02,0.01,0.08,228.8,306,0.35,68334
18055,"Hendricks County, Indiana",39.769192,-86.45258,IN,County,Central-N,"22,600","48,337","75,554","25,737",0.3,0.64,0,,23244,0.45,0.01,0,0.02,0.01,0.13,81.2,485,0.36,56787
18057,"Henry County, Indiana",39.923532,-85.40598,IN,County,Central-N,"5,124","13,895","20,152","8,771",0.25,0.69,0,,29830,0.63,0.06,0.02,0.03,0.04,0.05,357.4,407,0.32,70358
18059,"Howard County, Indiana",40.475438,-86.1264,IN,County,Central-N,"11,215","23,675","36,843","12,460",0.3,0.64,0,,20309,0.41,0.03,0,0.02,0.01,0.17,126.2,392,0.37,41955
18061,"Huntington County, Indiana",40.836839,-85.47729,IN,County,Central-N,"3,506","11,649","16,041","8,143",0.22,0.73,0,,24071,0.51,0.07,0.01,0.03,0.02,0.17,282.4,293,0.31,47433
18063,"Jackson County, Indiana",38.917112,-85.97988,IN,County,Central-N,"3,843","12,859","17,573","9,016",0.22,0.73,0,,22601,0.47,0.01,0.01,0.02,0.02,0.12,96.9,383,0.33,49832
18065,"Jasper County, Indiana",41.02205,-87.13381,IN,County,Central-N,"3,329","9,382","13,376","6,053",0.25,0.7,0,,22568,0.4,0.01,0.01,0.06,0.05,0.13,83.3,509,0.37,48368
18067,"Jay County, Indiana",40.425659,-85.03058,IN,County,Central-N,"1,889","5,697","7,986","3,808",0.24,0.71,0,,24297,0.44,0.01,0,0.06,0.02,0.08,59.8,560,0.3,55190
18069,"Jefferson County, Indiana",38.766912,-85.43605,IN,County,Central-N,"4,326","8,546","13,504","4,220",0.32,0.63,0,,19236,0.36,0,0.01,0.03,0.01,0.15,55.3,384,0.34,38663
18071,"Jennings County, Indiana",39.00081,-85.62682,IN,County,Central-N,"2,364","8,224","11,147","5,860",0.21,0.74,0,,21524,0.46,0.02,0.01,0.02,0.02,0.14,89.8,361,0.35,45964
18073,"Johnson County, Indiana",39.513686,-86.10082,IN,County,Central-N,"17,318","45,456","66,494","28,138",0.26,0.68,0,,20109,0.37,0.01,0,0.02,0.01,0.17,75.7,377,0.33,43783
18075,"Knox County, Indiana",38.697416,-87.41893,IN,County,Central-N,"3,772","11,077","15,516","7,305",0.24,0.71,0,,28575,0.58,0.02,0.02,0.03,0.04,0.11,436.4,320,0.3,58833
18077,"Kosciusko County, Indiana",41.264505,-85.8332,IN,County,Central-N,"6,313","23,935","32,081","17,622",0.2,0.75,0,,21047,0.49,0.03,0.01,0.02,0.01,0.14,74.5,516,0.32,44077
18079,"LaGrange County, Indiana",41.645075,-85.42821,IN,County,Central-N,"2,080","7,025","9,565","4,945",0.22,0.73,0,,24881,0.48,0.01,0.01,0.08,0.04,0.12,145.7,531,0.33,54068
18081,"Lake County, Indiana",41.529603,-87.39525,IN,County,Central-N,"116,935","75,625","201,196","-41,310",0.58,0.38,1,,19356,0.31,0,0,0.04,0.02,0.17,97.7,380,0.34,52003
18083,"LaPorte County, Indiana",41.599217,-86.77926,IN,County,Central-N,"19,798","22,687","45,199","2,889",0.44,0.5,0,,23918,0.51,0.25,0.02,0.18,0.07,0.18,994,499,0.34,50774
18085,"Lawrence County, Indiana",38.840482,-86.48514,IN,County,Central-N,"4,210","14,035","19,152","9,825",0.22,0.73,0,,22852,0.48,0.11,0.01,0.06,0.03,0.17,186.4,598,0.35,46243
18087,"Madison County, Indiana",40.14594,-85.7192,IN,County,Central-N,"18,595","32,376","53,908","13,781",0.35,0.6,0,,22169,0.44,0.01,0.01,0.02,0.01,0.15,102.7,449,0.38,45232
18089,"Marion County, Indiana",39.792792,-86.14181,IN,County,Central-N,"212,899","130,360","362,340","-82,539",0.59,0.36,1,,21527,0.48,0.08,0.01,0.04,0.02,0.17,291.2,452,0.33,44730
18091,"Marshall County, Indiana",41.331349,-86.26854,IN,County,Central-N,"4,798","12,288","18,078","7,490",0.27,0.68,0,,24124,0.56,0.28,0.02,0.09,0.08,0.2,2281.3,396,0.32,42700
18093,"Martin County, Indiana",38.724504,-86.8333,IN,County,Central-N,881,"3,697","4,809","2,816",0.18,0.77,0,,21933,0.44,0.01,0.01,0.09,0.04,0.15,106,444,0.31,52508
18095,"Miami County, Indiana",40.753246,-86.05358,IN,County,Central-N,"2,766","9,975","13,482","7,209",0.21,0.74,0,,22817,0.41,0,0,0.01,0.01,0.15,30.8,336,0.36,48381
18097,"Monroe County, Indiana",39.161997,-86.54036,IN,County,Central-N,"34,216","20,592","58,442","-13,624",0.59,0.35,1,,20475,0.42,0.05,0,0.03,0.01,0.17,98.7,374,0.36,41065
18099,"Montgomery County, Indiana",40.03201,-86.88713,IN,County,Central-N,"3,362","11,059","15,156","7,697",0.22,0.73,0,,23032,0.69,0.03,0.06,0.03,0.08,0.25,349.3,395,0.22,43841
18101,"Morgan County, Indiana",39.499253,-86.41285,IN,County,Central-N,"6,040","23,674","31,280","17,634",0.19,0.76,0,,22679,0.44,0.01,0.01,0.05,0.03,0.17,75.5,505,0.33,46945
18103,"Newton County, Indiana",40.951375,-87.40219,IN,County,Central-N,"1,404","4,077","5,795","2,673",0.24,0.7,0,,25781,0.46,0.01,0,0.01,0.01,0.12,170.5,404,0.33,54849
18105,"Noble County, Indiana",41.408138,-85.41388,IN,County,Central-N,"3,904","12,198","16,890","8,294",0.23,0.72,0,,25594,0.36,0.01,0,0.06,0.02,0.11,35.4,402,0.35,51285
18107,"Ohio County, Indiana",38.948067,-84.94003,IN,County,Central-N,686,"2,118","2,921","1,432",0.24,0.73,0,,21889,0.44,0.01,0,0.1,0.05,0.14,115.7,411,0.32,50997
18109,"Orange County, Indiana",38.561967,-86.51788,IN,County,Central-N,"2,048","5,803","8,192","3,755",0.25,0.71,0,,25443,0.36,0.01,0,0.01,0,0.08,71.3,86,0.3,51403
18111,"Owen County, Indiana",39.30795,-86.81822,IN,County,Central-N,"1,946","6,153","8,557","4,207",0.23,0.72,0,,18576,0.37,0.01,0,0.01,0,0.18,49.8,398,0.35,39572
18113,"Parke County, Indiana",39.763805,-87.21923,IN,County,Central-N,"1,441","4,863","6,581","3,422",0.22,0.74,0,,21318,0.39,0.01,0.01,0.01,0.01,0.14,56,385,0.34,46001
18115,"Perry County, Indiana",38.012306,-86.69588,IN,County,Central-N,"3,062","4,556","8,055","1,494",0.38,0.57,0,,20534,0.43,0.03,0,0.01,0.01,0.13,39,445,0.34,42056
18117,"Pike County, Indiana",38.411987,-87.23713,IN,County,Central-N,"1,297","4,398","5,977","3,101",0.22,0.74,0,,20934,0.35,0.03,0,0.01,0,0.11,50.6,382,0.33,44623
18119,"Porter County, Indiana",41.52351,-87.08665,IN,County,Central-N,"33,676","38,832","77,180","5,156",0.44,0.5,0,,22245,0.38,0.01,0,0.01,0,0.13,38.5,334,0.36,47217
18121,"Posey County, Indiana",38.025891,-87.84877,IN,County,Central-N,"3,521","8,404","12,467","4,883",0.28,0.67,0,,28669,0.57,0.04,0.01,0.09,0.04,0.1,393.2,418,0.32,63030
18123,"Pulaski County, Indiana",41.045238,-86.69036,IN,County,Central-N,"1,327","3,854","5,458","2,527",0.24,0.71,0,,29187,0.54,0.01,0,0.01,0.01,0.1,63.2,410,0.29,59975
18125,"Putnam County, Indiana",39.660304,-86.84024,IN,County,Central-N,"3,356","10,637","14,714","7,281",0.23,0.72,0,,21641,0.4,0.01,0,0.03,0.01,0.14,30.9,434,0.32,43770
18127,"Randolph County, Indiana",40.164503,-85.0046,IN,County,Central-N,"2,446","7,517","10,458","5,071",0.23,0.72,0,,21520,0.45,0.04,0.01,0.02,0.02,0.1,78.9,481,0.32,49467
18129,"Ripley County, Indiana",39.150121,-85.24143,IN,County,Central-N,"2,471","9,806","12,806","7,335",0.19,0.77,0,,21592,0.41,0.01,0,0.03,0.01,0.17,57.9,452,0.36,41577
18131,"Rush County, Indiana",39.621652,-85.47567,IN,County,Central-N,"1,525","5,292","7,214","3,767",0.21,0.73,0,,22059,0.42,0,0.01,0.02,0.01,0.09,64.6,446,0.33,52491
18133,"St. Joseph County, Indiana",41.664783,-86.24193,IN,County,Central-N,"52,252","52,021","110,012",-231,0.48,0.47,1,,23396,0.37,0.01,0,0.01,0.01,0.15,42.6,408,0.33,47418
18135,"Scott County, Indiana",38.695829,-85.7659,IN,County,Central-N,"2,642","6,074","9,099","3,432",0.29,0.67,0,,23509,0.56,0.13,0.02,0.08,0.06,0.18,582.8,458,0.3,46388
18137,"Shelby County, Indiana",39.532818,-85.77967,IN,County,Central-N,"4,247","12,718","17,992","8,471",0.24,0.71,0,,20481,0.4,0,0.01,0.02,0.01,0.19,127.3,190,0.3,41649
18139,"Spencer County, Indiana",38.024372,-87.0132,IN,County,Central-N,"2,861","6,572","9,979","3,711",0.29,0.66,0,,24459,0.43,0.01,0.01,0.04,0.02,0.13,108.1,411,0.33,54831
18141,"Starke County, Indiana",41.271927,-86.65435,IN,County,Central-N,"2,489","6,367","9,226","3,878",0.27,0.69,0,,23641,0.44,0.01,0,0.03,0.02,0.13,52.8,397,0.31,54468
18143,"Steuben County, Indiana",41.651551,-85.00931,IN,County,Central-N,"3,744","10,133","14,566","6,389",0.26,0.7,0,,19773,0.39,0.01,0,0.03,0.02,0.17,75.6,309,0.36,43740
18145,"Sullivan County, Indiana",39.100806,-87.39542,IN,County,Central-N,"2,113","6,138","8,559","4,025",0.25,0.72,0,,23975,0.51,0.01,0.01,0.03,0.02,0.12,110.6,309,0.34,50078
18147,"Switzerland County, Indiana",38.820999,-84.98924,IN,County,Central-N,930,"2,558","3,649","1,628",0.26,0.7,0,,19821,0.45,0.05,0,0.02,0.01,0.18,48,447,0.33,43933
18149,"Tippecanoe County, Indiana",40.409485,-86.88088,IN,County,Central-N,"27,282","30,768","62,511","3,486",0.44,0.49,0,,20019,0.35,0,0,0.02,0.02,0.22,48,221,0.32,47606
18151,"Tipton County, Indiana",40.305617,-86.04495,IN,County,Central-N,"1,587","5,589","7,510","4,002",0.21,0.74,0,,23691,0.63,0.05,0.06,0.07,0.1,0.22,345.6,500,0.26,46276
18153,"Union County, Indiana",39.607816,-84.91728,IN,County,Central-N,715,"2,445","3,291","1,730",0.22,0.74,0,,25093,0.48,0,0.01,0.03,0.02,0.09,61.1,261,0.31,55008
18155,"Vanderburgh County, Indiana",37.989892,-87.55696,IN,County,Central-N,"28,530","40,496","72,506","11,966",0.39,0.56,0,,20883,0.48,0.01,0,0.01,0.01,0.13,46.7,161,0.3,47410
18157,"Vermillion County, Indiana",39.802926,-87.44387,IN,County,Central-N,"2,081","4,513","6,935","2,432",0.3,0.65,0,,24378,0.55,0.09,0.01,0.02,0.02,0.16,771.3,233,0.33,42622
18159,"Vigo County, Indiana",39.456887,-87.39126,IN,County,Central-N,"15,931","21,937","39,816","6,006",0.4,0.55,0,,22875,0.42,0,0,0.01,0,0.16,63.1,257,0.33,44388
18161,"Wabash County, Indiana",40.856664,-85.80621,IN,County,Central-N,"3,018","9,821","13,466","6,803",0.22,0.73,0,,21192,0.52,0.07,0.02,0.02,0.03,0.2,267.6,403,0.33,41260
18163,"Warren County, Indiana",40.311628,-87.36268,IN,County,Central-N,839,"2,898","3,930","2,059",0.21,0.74,0,,21201,0.44,0.01,0.01,0.02,0.02,0.15,79.8,412,0.32,45151
18165,"Warrick County, Indiana",38.047646,-87.30425,IN,County,Central-N,"9,086","19,113","29,589","10,027",0.31,0.65,0,,27390,0.44,0,0.01,0.01,0.01,0.07,23.3,365,0.32,55925
18167,"Washington County, Indiana",38.589628,-86.0968,IN,County,Central-N,"2,636","8,209","11,380","5,573",0.23,0.72,0,,29927,0.6,0.01,0.02,0.02,0.02,0.09,155,385,0.29,65793
18169,"Wayne County, Indiana",39.840126,-84.98688,IN,County,Central-N,"8,322","16,028","25,579","7,706",0.33,0.63,0,,21370,0.36,0,0,0.01,0.01,0.15,55,514,0.31,43573
18171,"Wells County, Indiana",40.743854,-85.21032,IN,County,Central-N,"2,586","10,005","13,185","7,419",0.2,0.76,0,,21114,0.45,0.05,0.01,0.03,0.02,0.22,171.4,402,0.3,40929
18173,"White County, Indiana",40.748174,-86.83151,IN,County,Central-N,"2,590","6,893","10,051","4,303",0.26,0.69,0,,24269,0.48,0,0,0.02,0.01,0.11,75.1,368,0.28,51182
18175,"Whitley County, Indiana",41.152809,-85.502,IN,County,Central-N,"3,379","11,358","15,621","7,979",0.22,0.73,0,,23666,0.46,0.01,0,0.08,0.04,0.11,48.8,505,0.35,50731
18177,"Adair County, Iowa",41.345508,-94.47193,IN,County,Central-N,"1,133","2,461","3,773","1,328",0.3,0.65,0,,24613,0.49,0,0,0.02,0.01,0.08,99.1,336,0.32,59266
18179,"Adams County, Iowa",41.022252,-94.7118,IA,County,Central-N,565,"1,395","2,084",830,0.27,0.67,0,,25564,0.49,0,0,0.02,0.01,0.1,13.5,569,0.32,48216
18181,"Allamakee County, Iowa",43.268358,-91.37055,IA,County,Central-N,"2,421","4,093","6,874","1,672",0.35,0.6,0,,23707,0.49,0,0.01,0.01,0.01,0.11,9.5,423,0.31,51929
18183,"Appanoose County, Iowa",40.751359,-92.86397,IA,County,Central-N,"1,814","4,033","6,099","2,219",0.3,0.66,0,,24926,0.45,0.02,0.01,0.06,0.04,0.13,22.4,639,0.34,45229
19001,"Audubon County, Iowa",41.666458,-94.91646,IA,County,Central-N,"1,080","2,136","3,382","1,056",0.32,0.63,0,,21599,0.51,0.01,0,0.02,0.01,0.15,25.9,497,0.35,40422
19003,"Benton County, Iowa",42.072383,-92.05756,IA,County,Central-N,"4,678","8,232","13,705","3,554",0.34,0.6,0,,30919,0.48,0,0.01,0.01,0.01,0.1,13.8,443,0.31,50014
19005,"Black Hawk County, Iowa",42.487586,-92.34473,IA,County,Central-N,"32,233","27,476","63,570","-4,757",0.51,0.43,1,,26624,0.55,0,0,0.01,0.01,0.08,36.4,716,0.34,61931
19007,"Boone County, Iowa",42.045378,-93.92251,IA,County,Central-N,"5,541","7,484","14,034","1,943",0.4,0.53,0,,24273,0.56,0.09,0.02,0.04,0.05,0.17,231.6,566,0.3,51331
19009,"Bremer County, Iowa",42.765073,-92.34588,IA,County,Central-N,"5,356","7,208","13,367","1,852",0.4,0.54,0,,27149,0.58,0.01,0,0.02,0.01,0.1,46,572,0.32,54186
19011,"Buchanan County, Iowa",42.477421,-91.86305,IA,County,Central-N,"3,970","5,510","10,147","1,540",0.39,0.54,0,,28727,0.61,0.01,0.01,0.01,0.01,0.07,55.8,435,0.32,62438
19013,"Buena Vista County, Iowa",42.718568,-95.15518,IA,County,Central-N,"2,856","4,903","8,194","2,047",0.35,0.6,0,,27038,0.49,0,0,0.01,0.01,0.1,36.7,571,0.35,55781
19015,"Butler County, Iowa",42.735699,-92.78109,IA,County,Central-N,"2,157","4,921","7,456","2,764",0.29,0.66,0,,22899,0.48,0.03,0.08,0.24,0.18,0.13,35.2,575,0.33,50719
19017,"Calhoun County, Iowa",42.387432,-94.63255,IA,County,Central-N,"1,398","3,468","5,110","2,070",0.27,0.68,0,,25269,0.5,0,0,0.01,0.01,0.1,25.6,580,0.34,52273
19019,"Carroll County, Iowa",42.028619,-94.85571,IA,County,Central-N,"3,309","6,638","10,454","3,329",0.32,0.63,0,,25766,0.54,0.02,0,0.02,0.01,0.13,17,570,0.32,49456
19021,"Cass County, Iowa",41.358575,-94.96599,IA,County,Central-N,"1,951","4,761","7,068","2,810",0.28,0.67,0,,25430,0.5,0.01,0.01,0.02,0.01,0.1,36.6,569,0.31,52367
19023,"Cedar County, Iowa",41.770019,-91.11803,IA,County,Central-N,"3,599","5,295","9,430","1,696",0.38,0.56,0,,25448,0.48,0,0,0.03,0.01,0.11,24.7,564,0.35,46159
19025,"Cerro Gordo County, Iowa",43.111998,-93.26566,IA,County,Central-N,"9,862","11,621","22,709","1,759",0.43,0.51,0,,26567,0.55,0,0.01,0.02,0.01,0.08,31.9,579,0.32,61423
19027,"Cherokee County, Iowa",42.730472,-95.61159,IA,County,Central-N,"1,679","4,192","6,193","2,513",0.27,0.68,0,,27291,0.6,0.01,0.01,0.04,0.02,0.13,77.7,568,0.33,49569
19029,"Chickasaw County, Iowa",43.051169,-92.32284,IA,County,Central-N,"2,266","3,742","6,372","1,476",0.36,0.59,0,,26330,0.56,0.01,0.01,0.03,0.01,0.1,20.9,577,0.38,52894
19031,"Clarke County, Iowa",41.027425,-93.79129,IA,County,Central-N,"1,465","2,713","4,415","1,248",0.33,0.61,0,,24139,0.45,0.01,0,0.02,0.02,0.1,24.7,504,0.33,50788
19033,"Clay County, Iowa",43.1032,-95.15609,IA,County,Central-N,"2,249","5,877","8,554","3,628",0.26,0.69,0,,23472,0.44,0.01,0.01,0.12,0.06,0.14,21.5,431,0.31,45413
19035,"Clayton County, Iowa",42.852007,-91.3203,IA,County,Central-N,"3,237","5,317","9,059","2,080",0.36,0.59,0,,29060,0.55,0.01,0.01,0.03,0.02,0.09,29.4,567,0.34,51514
19037,"Clinton County, Iowa",41.871169,-90.4274,IA,County,Central-N,"10,095","11,276","22,800","1,181",0.44,0.49,0,,25074,0.47,0.01,0,0.02,0.01,0.13,23.3,779,0.32,49018
19039,"Crawford County, Iowa",42.026888,-95.36938,IA,County,Central-N,"1,991","4,617","6,878","2,626",0.29,0.67,0,,25966,0.54,0.03,0.01,0.03,0.02,0.14,70.7,695,0.33,48528
19041,"Dallas County, Iowa",41.682923,-94.02168,IA,County,Central-N,"15,701","19,339","37,717","3,638",0.42,0.51,0,,22748,0.41,0.02,0.01,0.27,0.13,0.16,23.9,714,0.34,50370
19043,"Davis County, Iowa",40.745794,-92.42176,IA,County,Central-N,977,"2,723","3,862","1,746",0.25,0.71,0,,35844,0.73,0.02,0.03,0.05,0.06,0.06,112.5,588,0.3,79173
19045,"Decatur County, Iowa",40.727585,-93.78969,IA,County,Central-N,"1,201","2,296","3,703","1,095",0.32,0.62,0,,22210,0.49,0,0,0.01,0.01,0.21,17.4,502,0.33,46750
19047,"Delaware County, Iowa",42.469875,-91.37704,IA,County,Central-N,"2,957","5,694","9,172","2,737",0.32,0.62,0,,18845,0.49,0.02,0.01,0.03,0.02,0.2,15.9,532,0.33,36742
19049,"Des Moines County, Iowa",40.854437,-91.15601,IA,County,Central-N,"8,212","9,529","18,803","1,317",0.44,0.51,0,,26261,0.46,0.01,0,0.01,0.01,0.08,30.7,578,0.34,55958
19051,"Dickinson County, Iowa",43.385253,-95.14319,IA,County,Central-N,"3,056","6,753","10,265","3,697",0.3,0.66,0,,24408,0.56,0.06,0.01,0.03,0.02,0.14,96.9,416,0.31,45292
19053,"Dubuque County, Iowa",42.47609,-90.82202,IA,County,Central-N,"22,850","23,460","49,217",610,0.46,0.48,0,,31790,0.63,0,0,0.02,0.01,0.08,43.7,381,0.33,56551
19055,"Emmet County, Iowa",43.377876,-94.68873,IA,County,Central-N,"1,357","3,124","4,712","1,767",0.29,0.66,0,,26254,0.56,0.03,0.01,0.02,0.02,0.11,154,608,0.29,55320
19057,"Fayette County, Iowa",42.83759,-91.85019,IA,County,Central-N,"3,689","5,620","9,871","1,931",0.37,0.57,0,,27908,0.54,0.01,0.01,0.1,0.05,0.13,26,396,0.33,47342
19059,"Floyd County, Iowa",43.071481,-92.78114,IA,County,Central-N,"3,179","4,375","7,991","1,196",0.4,0.55,0,,23391,0.49,0.01,0.01,0.02,0.01,0.12,28.6,731,0.38,45522
19061,"Franklin County, Iowa",42.743428,-93.24879,IA,County,Central-N,"1,493","3,163","4,930","1,670",0.3,0.64,0,,24590,0.52,0.02,0.02,0.02,0.01,0.13,32.5,501,0.31,48292
19063,"Fremont County, Iowa",40.735068,-95.61526,IA,County,Central-N,963,"2,407","3,564","1,444",0.27,0.68,0,,26102,0.5,0.01,0.01,0.12,0.05,0.11,18.4,582,0.33,51045
19065,"Greene County, Iowa",42.035081,-94.38397,IA,County,Central-N,"1,691","2,820","4,766","1,129",0.36,0.59,0,,26930,0.53,0.01,0,0.03,0.01,0.1,14.6,511,0.33,54154
19067,"Grundy County, Iowa",42.383941,-92.78516,IA,County,Central-N,"1,856","4,527","6,776","2,671",0.27,0.67,0,,26205,0.55,0.01,0.01,0.03,0.01,0.13,16.4,570,0.3,49125
19069,"Guthrie County, Iowa",41.678413,-94.45123,IA,County,Central-N,"1,732","3,628","5,697","1,896",0.3,0.64,0,,31164,0.58,0,0,0.01,0,0.07,24.8,502,0.32,61215
19071,"Hamilton County, Iowa",42.393883,-93.72241,IA,County,Central-N,"2,726","4,463","7,614","1,737",0.36,0.59,0,,28030,0.53,0,0,0.02,0.01,0.1,18.5,591,0.36,49507
19073,"Hancock County, Iowa",43.085526,-93.72206,IA,County,Central-N,"1,587","3,977","5,830","2,390",0.27,0.68,0,,24510,0.57,0.01,0.02,0.06,0.02,0.12,27.2,577,0.31,53691
19075,"Hardin County, Iowa",42.402071,-93.21168,IA,County,Central-N,"2,787","5,254","8,464","2,467",0.33,0.62,0,,25814,0.55,0.01,0.01,0.04,0.02,0.1,19.9,571,0.35,57682
19077,"Harrison County, Iowa",41.68714,-95.81021,IA,County,Central-N,"2,131","4,902","7,397","2,771",0.29,0.66,0,,25153,0.56,0.01,0.01,0.04,0.03,0.09,30.8,569,0.35,53277
19079,"Henry County, Iowa",40.982369,-91.54279,IA,County,Central-N,"2,904","5,779","9,310","2,875",0.31,0.62,0,,26184,0.52,0,0,0.02,0.01,0.1,21.4,697,0.32,52824
19081,"Howard County, Iowa",43.360011,-92.28837,IA,County,Central-N,"1,677","2,611","4,512",934,0.37,0.58,0,,22687,0.55,0.03,0.03,0.05,0.03,0.18,46.4,434,0.35,50347
19083,"Humboldt County, Iowa",42.78209,-94.21738,IA,County,Central-N,"1,252","3,568","5,038","2,316",0.25,0.71,0,,24286,0.43,0.01,0,0.02,0.01,0.12,20.2,473,0.31,49837
19085,"Ida County, Iowa",42.391959,-95.50735,IA,County,Central-N,792,"2,655","3,591","1,863",0.22,0.74,0,,26746,0.53,0.01,0,0.04,0.02,0.1,22.6,434,0.32,49696
19087,"Iowa County, Iowa",41.687953,-92.06126,IA,County,Central-N,"3,084","5,205","8,819","2,121",0.35,0.59,0,,25869,0.52,0,0,0.02,0,0.14,16.4,432,0.28,53905
19089,"Jackson County, Iowa",42.153859,-90.55632,IA,County,Central-N,"3,837","5,824","10,208","1,987",0.38,0.57,0,,28068,0.55,0.01,0,0.02,0.01,0.11,27.9,586,0.31,58234
19091,"Jasper County, Iowa",41.675163,-93.06209,IA,County,Central-N,"7,109","10,560","18,781","3,451",0.38,0.56,0,,24493,0.45,0.01,0,0.01,0.01,0.11,31.2,636,0.33,50299
19093,"Jefferson County, Iowa",41.03164,-91.96337,IA,County,Central-N,"3,710","3,748","8,020",38,0.46,0.47,0,,24905,0.51,0.02,0,0.02,0.01,0.12,50.5,730,0.32,52750
